seed,return_pct,cagr_pct,sharpe,max_dd_pct,pct_profitable_missed_to_margin,avg_margin_util_pct,risk_per_trade,margin_cap,block
4,-47.01775020483263,-23.478834388721147,-0.24235184639232685,76.871099408236,73.3451015004413,67.28291517836999,0.01,0.8,in_sample
5,-44.482722484951424,-21.957239115376304,-0.28309175336617454,70.06862084233397,72.46248896734335,66.9739426944233,0.01,0.8,in_sample
6,-76.60524795322246,-45.77219264445217,-0.9012237796177127,86.5139385874223,73.16857899382171,66.85377600563058,0.01,0.8,in_sample
7,-14.305716395127488,-6.296904559688199,0.08081127749414369,71.45850126470485,74.66902030008826,67.85918465226507,0.01,0.8,in_sample
8,44.758316237208604,16.862708549343974,0.47154635831780384,57.18230022473839,73.21270962047662,67.20292523478916,0.01,0.8,in_sample
9,79.40643299746183,27.91955730534672,0.6315525163994086,56.16676928714238,73.2568402471315,67.4269150773024,0.01,0.8,in_sample
10,-17.374988460999795,-7.725707553304895,0.02373758149998965,66.6253246105582,73.5657546337158,67.54552246223105,0.01,0.8,in_sample
11,1.6612144356926706,0.6965019370521075,0.20061922309209115,56.17304032086532,75.11032656663724,67.75517606006353,0.01,0.8,in_sample
12,-61.6636741036444,-33.229702502153266,-0.5131001903939706,80.27608806128195,74.22771403353927,67.21940501411218,0.01,0.8,in_sample
13,7.47460949122376,3.083355748177685,0.24402419538907733,57.40457027531781,72.81553398058253,66.98809214326877,0.01,0.8,in_sample
14,-57.75188598723163,-30.439930552771887,-0.43253223164356586,85.04090941050626,73.74227714033539,67.31468384147186,0.01,0.8,in_sample
15,-74.4172536806987,-43.690740323831676,-0.8137623185550011,87.24926231071055,74.62488967343336,67.42322762865203,0.01,0.8,in_sample
16,-60.03699674516989,-32.050475516656576,-0.524233141561135,71.83392069112917,74.88967343336276,67.72853920732537,0.01,0.8,in_sample
17,19.164236302695436,7.6660500026518585,0.32073060472725307,63.483215735263855,73.477493380406,67.33575007571883,0.01,0.8,in_sample
18,-68.93670094027462,-38.89258405784105,-0.6311351404497055,84.73786310277153,74.31597528684908,67.3762379119733,0.01,0.8,in_sample
19,-52.93963920809841,-27.20591120085726,-0.4099119519645652,76.12039843007588,74.00706090026479,67.47605873404831,0.01,0.8,in_sample
20,-28.342937472949316,-13.099260566199188,-0.06868777295623782,70.95287644178677,74.27184466019418,67.38964357725584,0.01,0.8,in_sample
21,-75.92697336020011,-45.11532705733603,-0.9585063167531467,88.87261107602197,74.71315092674315,67.31374961290857,0.01,0.8,in_sample
22,-67.39875068678838,-37.63582419597194,-0.6970320854890129,82.66603247431212,74.05119152691968,67.39296387295362,0.01,0.8,in_sample
23,158.1423260866233,49.11047917314173,0.918545210026113,61.124886425463465,72.63901147396294,67.2134763697664,0.01,0.8,in_sample
24,-51.455716917251884,-26.247598134560157,-0.3560738619427343,72.99773788997896,72.94792586054723,66.96493154767045,0.01,0.8,in_sample
25,-2.0759600130298317,-0.8798726641036425,0.17539495091366328,65.04109356995322,74.13945278022948,67.22439024162571,0.01,0.8,in_sample
26,-73.28400859993936,-42.65308597013197,-0.8143123848880951,85.38142402037052,73.96293027360989,67.23874334939663,0.01,0.8,in_sample
27,-66.90489254654204,-37.23956301181798,-0.620778002016404,83.67088744994867,73.477493380406,67.26775032489742,0.01,0.8,in_sample
